11	:	1	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0
12	:	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0
13	:	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1
14	:	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1
15	:	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0
16	:	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1
17	:	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0
18	:	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0
19	:	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0
20	:	0	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0
21	:	0	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0
22	:	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0
23	:	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0
24	:	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1
25	:	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0
26	:	1	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0
27	:	0	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0
28	:	0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1
29	:	1	0	0	1	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1
